DATE,ORG_CODE,GRADE_SORT_ORDER,GRADE,SPECIALITY_GROUP,SPECIALTY,FTE
30/09/2017,RGD,3,Specialty Doctor,General medicine group,General Med Practitioner,0.1
30/09/2017,RGD,3,Specialty Doctor,Psychiatry group,General psychiatry,18
30/09/2017,RGD,3,Specialty Doctor,Psychiatry group,Old age psychiatry,5.6
30/09/2017,RGD,3,Specialty Doctor,Psychiatry group,Psychiatry of learning disability,1.5
30/09/2017,RGD,5,Specialty Registrar,Psychiatry group,Child and adolescent psychiatry,3
30/09/2017,RGD,5,Specialty Registrar,Psychiatry group,General psychiatry,17.95
30/09/2017,RGD,5,Specialty Registrar,Psychiatry group,Old age psychiatry,5.6
30/09/2017,RGD,6,Core Training,Psychiatry group,Forensic psychiatry,2
30/09/2017,RGD,6,Core Training,Psychiatry group,General psychiatry,17.2
30/09/2017,RGD,6,Core Training,Psychiatry group,Old age psychiatry,5.6
30/09/2017,RGD,6,Core Training,Psychiatry group,Psychiatry of learning disability,2
30/09/2017,RGD,6,Core Training,Psychiatry group,Psychotherapy,2
30/09/2017,RGD,9,Hospital Practitioner / Clinical Assistant,Psychiatry group,General psychiatry,0.2
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Anaesthetics,Anaesthetics,107.9
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Clinical oncology,Clinical oncology,27.2
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Dental group,Oral and maxillo-facial surgery,5
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Dental group,Oral Medicine,2
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Dental group,Oral Surgery,4.9
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Dental group,Orthodontics,4.05
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Dental group,Paediatric dentistry,1
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Dental group,Restorative dentistry,4.75
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Emergency Medicine,Emergency Medicine,15.35
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Cardiology,17.3
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Clinical neurophysiology,5
30/09/2017,RFS,5,Specialty Registrar,General medicine group,Palliative medicine,2
30/09/2017,RFS,5,Specialty Registrar,General medicine group,Respiratory medicine,1.7
30/09/2017,RFS,5,Specialty Registrar,Obstetrics & gynaecology,Obstetrics and Gynaecology,12
30/09/2017,RFS,5,Specialty Registrar,Paediatric group,Paediatrics,10.4
30/09/2017,RFS,5,Specialty Registrar,Pathology group,Haematology,1
30/09/2017,RFS,5,Specialty Registrar,Pathology group,Medical microbiology,1
30/09/2017,RFS,5,Specialty Registrar,Radiology group,Clinical radiology,1
30/09/2017,RFS,5,Specialty Registrar,Surgical group,General surgery,2.5
30/09/2017,RFS,5,Specialty Registrar,Surgical group,Otolaryngology,2
30/09/2017,RFS,5,Specialty Registrar,Surgical group,Trauma and orthopaedic surgery,8.5
30/09/2017,RFS,6,Core Training,Anaesthetics,Anaesthetics,6.9
30/09/2017,RFS,6,Core Training,General medicine group,General (internal) medicine,9
30/09/2017,RFS,6,Core Training,General medicine group,Geriatric medicine,1
30/09/2017,RFS,6,Core Training,General medicine group,Rheumatology,1
30/09/2017,RFS,6,Core Training,Surgical group,General surgery,5
30/09/2017,RFS,6,Core Training,Surgical group,Trauma and orthopaedic surgery,1.5
30/09/2017,RFS,7,Foundation Doctor Year 2,Anaesthetics,Anaesthetics,1
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Medical oncology,6.9
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Neurology,11.9
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Occupational medicine,1.6
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Other,14.2
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Palliative medicine,2.5
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Rehabilitation medicine,1
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Renal medicine,8.6
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Respiratory medicine,8.15
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Rheumatology,6.5
30/09/2017,RGT,1,Consultant (including Directors of Public Health),General medicine group,Sport and Exercise Medicine,2.2
30/09/2017,RGT,1,Consultant (including Directors of Public Health),Obstetrics & gynaecology,Obstetrics and Gynaecology,17.025
30/09/2017,RGT,1,Consultant (including Directors of Public Health),Paediatric group,Paediatrics,42.8786
30/09/2017,RGT,1,Consultant (including Directors of Public Health),Pathology group,Chemical pathology,2
30/09/2017,RGT,1,Consultant (including Directors of Public Health),Pathology group,Haematology,11.625
30/09/2017,RFS,7,Foundation Doctor Year 2,Emergency Medicine,Emergency Medicine,5
30/09/2017,RFS,7,Foundation Doctor Year 2,General medicine group,General (internal) medicine,8
30/09/2017,RFS,7,Foundation Doctor Year 2,General medicine group,General Practice (GP) 6 month Training,9
30/09/2017,RFS,7,Foundation Doctor Year 2,Paediatric group,Paediatrics,4
30/09/2017,RFS,7,Foundation Doctor Year 2,Surgical group,General surgery,2
30/09/2017,RFS,7,Foundation Doctor Year 2,Surgical group,Trauma and orthopaedic surgery,2
30/09/2017,RFS,8,Foundation Doctor Year 1,Anaesthetics,Anaesthetics,2
30/09/2017,RFS,8,Foundation Doctor Year 1,Emergency Medicine,Emergency Medicine,3
30/09/2017,RFS,8,Foundation Doctor Year 1,General medicine group,General (internal) medicine,11
30/09/2017,RFS,8,Foundation Doctor Year 1,Obstetrics & gynaecology,Obstetrics and Gynaecology,2
30/09/2017,RFS,8,Foundation Doctor Year 1,Paediatric group,Paediatrics,1
30/09/2017,RFS,8,Foundation Doctor Year 1,Psychiatry group,General psychiatry,3
30/09/2017,RFS,8,Foundation Doctor Year 1,Surgical group,General surgery,8
30/09/2017,RFS,8,Foundation Doctor Year 1,Surgical group,Trauma and orthopaedic surgery,3
30/09/2017,RFS,9,Hospital Practitioner / Clinical Assistant,General medicine group,Dermatology,1
30/09/2017,RFS,9,Hospital Practitioner / Clinical Assistant,Paediatric group,Paediatrics,0.63
30/09/2017,RFS,10,Other and Local HCHS Doctor Grades,Dental group,Orthodontics,0.2
30/09/2017,RFS,10,Other and Local HCHS Doctor Grades,General medicine group,General Med Practitioner,7.92
30/09/2017,RHA,1,Consultant (including Directors of Public Health),General medicine group,Palliative medicine,2.65
30/09/2017,RHA,1,Consultant (including Directors of Public Health),Psychiatry group,Child and adolescent psychiatry,8.4
30/09/2017,RHA,1,Consultant (including Directors of Public Health),Psychiatry group,Forensic psychiatry,36.92727
30/09/2017,RHA,1,Consultant (including Directors of Public Health),Psychiatry group,General psychiatry,44.275
30/09/2017,RHA,1,Consultant (including Directors of Public Health),Psychiatry group,Old age psychiatry,15.9625
30/09/2017,RHA,1,Consultant (including Directors of Public Health),Psychiatry group,Psychiatry of learning disability,7.025
30/09/2017,RHA,2,Associate Specialist,Psychiatry group,General psychiatry,2
30/09/2017,RHA,2,Associate Specialist,Psychiatry group,Old age psychiatry,1.8
30/09/2017,RHA,3,Specialty Doctor,General medicine group,Palliative medicine,0.73
30/09/2017,RHA,3,Specialty Doctor,Psychiatry group,Forensic psychiatry,12.4
30/09/2017,RHA,3,Specialty Doctor,Psychiatry group,General psychiatry,7.8
30/09/2017,RHA,3,Specialty Doctor,Psychiatry group,Old age psychiatry,0.4
30/09/2017,RHA,3,Specialty Doctor,Psychiatry group,Psychiatry of learning disability,1
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Clinical pharmacology and therapeutics,1
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Dermatology,7.55
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Endocrinology and diabetes mellitus,9.5
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Gastroenterology,18.8
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,General (internal) medicine,8.5
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Genito-urinary medicine,4.75
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Geriatric medicine,16.2
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Infectious diseases,5.3
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Medical oncology,1.7
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Neurology,23.05
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Occupational medicine,3
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Other,1.1
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Palliative medicine,5.5
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Rehabilitation medicine,10
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Renal medicine,7.85
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Respiratory medicine,20.4
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),General medicine group,Rheumatology,9.95
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Obstetrics & gynaecology,Community Sexual and Reproductive Health,3.3
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Obstetrics & gynaecology,Obstetrics and Gynaecology,28.4
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Paediatric group,Paediatrics,10
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Pathology group,Chemical pathology,1.7
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Pathology group,Haematology,7.9
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Pathology group,Histopathology,16.6
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Pathology group,Immunology,4.2
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Pathology group,Medical microbiology,9.7
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),PHM & CHS group,Community Health Service Dental,2.3
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Radiology group,Clinical radiology,43.15
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Surgical group,Cardio-thoracic surgery,12
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Surgical group,General surgery,33
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Surgical group,Neurosurgery,14.90909
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Surgical group,Ophthalmology,21.36818
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Surgical group,Otolaryngology,9
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Surgical group,Plastic surgery,15.7
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Surgical group,Trauma and orthopaedic surgery,25.75
30/09/2017,RHQ,1,Consultant (including Directors of Public Health),Surgical group,Urology,12.75
30/09/2017,RHQ,2,Associate Specialist,Anaesthetics,Anaesthetics,1.6
30/09/2017,RHQ,2,Associate Specialist,Dental group,Oral Surgery,2.45
30/09/2017,RHQ,2,Associate Specialist,General medicine group,Dermatology,0.5
30/09/2017,RHQ,2,Associate Specialist,General medicine group,Gastroenterology,1
30/09/2017,RHQ,2,Associate Specialist,General medicine group,Medical oncology,0.7
30/09/2017,RHQ,2,Associate Specialist,Obstetrics & gynaecology,Community Sexual and Reproductive Health,0.55
30/09/2017,RHQ,2,Associate Specialist,Obstetrics & gynaecology,Obstetrics and Gynaecology,0.25
30/09/2017,RHQ,2,Associate Specialist,Pathology group,Haematology,2
30/09/2017,RHQ,2,Associate Specialist,Surgical group,Ophthalmology,0.6
30/09/2017,RHQ,2,Associate Specialist,Surgical group,Plastic surgery,1
30/09/2017,RHQ,2,Associate Specialist,Surgical group,Trauma and orthopaedic surgery,2
30/09/2017,RHQ,3,Specialty Doctor,Anaesthetics,Anaesthetics,2
30/09/2017,RHQ,3,Specialty Doctor,Dental group,Orthodontics,0.4
30/09/2017,RHQ,3,Specialty Doctor,Dental group,Paediatric dentistry,1.4
30/09/2017,RHQ,3,Specialty Doctor,Dental group,Restorative dentistry,1.1
30/09/2017,RHQ,3,Specialty Doctor,General medicine group,Endocrinology and diabetes mellitus,0.6
30/09/2017,RHQ,3,Specialty Doctor,General medicine group,Genito-urinary medicine,1.079
30/09/2017,RHQ,3,Specialty Doctor,General medicine group,Infectious diseases,1
30/09/2017,RHQ,3,Specialty Doctor,General medicine group,Medical oncology,0.7
30/09/2017,RHQ,3,Specialty Doctor,General medicine group,Neurology,0.8
30/09/2017,RHQ,3,Specialty Doctor,General medicine group,Renal medicine,4.2
30/09/2017,RHQ,3,Specialty Doctor,Obstetrics & gynaecology,Obstetrics and Gynaecology,1
30/09/2017,RHQ,3,Specialty Doctor,Pathology group,Haematology,2
30/09/2017,RHQ,3,Specialty Doctor,Surgical group,Cardio-thoracic surgery,5
30/09/2017,RHQ,3,Specialty Doctor,Surgical group,General surgery,2
30/09/2017,RHQ,3,Specialty Doctor,Surgical group,Ophthalmology,0.65
30/09/2017,RHQ,3,Specialty Doctor,Surgical group,Otolaryngology,1
30/09/2017,RHQ,3,Specialty Doctor,Surgical group,Urology,1
30/09/2017,RHQ,4,Staff Grade,Pathology group,Chemical pathology,1
30/09/2017,RHQ,4,Staff Grade,Surgical group,Otolaryngology,1
30/09/2017,RHQ,5,Specialty Registrar,Anaesthetics,Anaesthetics,49.1
30/09/2017,RHQ,5,Specialty Registrar,Anaesthetics,Intensive care medicine,1
30/09/2017,RHQ,5,Specialty Registrar,Clinical oncology,Clinical oncology,15.76875
30/09/2017,RHQ,5,Specialty Registrar,Dental group,Oral and maxillo-facial surgery,4
30/09/2017,RHQ,5,Specialty Registrar,Dental group,Oral Medicine,3
30/09/2017,RHQ,5,Specialty Registrar,Dental group,Oral Surgery,4
30/09/2017,RHQ,5,Specialty Registrar,Dental group,Orthodontics,5
30/09/2017,RHQ,5,Specialty Registrar,Dental group,Paediatric dentistry,6
30/09/2017,RHQ,5,Specialty Registrar,Dental group,Restorative dentistry,4
30/09/2017,RHQ,5,Specialty Registrar,Emergency Medicine,Emergency Medicine,19.69275
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Acute Internal Medicine,3
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Cardiology,11.5
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Clinical neurophysiology,2
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Dermatology,7.6
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Endocrinology and diabetes mellitus,4.6
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Gastroenterology,14.3
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,General (internal) medicine,2
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Genito-urinary medicine,1.11875
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Geriatric medicine,19.5
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Infectious diseases,5.8
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Medical oncology,1
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Neurology,15.8
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Occupational medicine,1
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Other,0.8
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Palliative medicine,8.64375
30/09/2017,RHQ,5,Specialty Registrar,General medicine group,Rehabilitation medicine,4
