ORG_CODE,DATE,POPULATION,QUESTION,RATING_SCORE
1-293935970,31/03/2017,End of life care,Overall,2
1-293935970,31/03/2017,Overall,Safe,1
1-293935970,31/03/2017,Overall,Effective,2
1-293935970,31/03/2017,Overall,Caring,2
1-293935970,31/03/2017,Overall,Responsive,2
1-293935970,31/03/2017,Overall,Well-led,2
1-293935970,31/03/2017,Overall,Overall,2
1-293935970,31/03/2017,Urgent care services,Safe,2
1-293935970,31/03/2017,Urgent care services,Effective,2
1-293935970,31/03/2017,Urgent care services,Caring,2
1-293935970,31/03/2017,Urgent care services,Responsive,2
1-293935970,31/03/2017,Urgent care services,Well-led,2
1-293935970,31/03/2017,Urgent care services,Overall,2
1-296908348,16/02/2017,Community health services for adults,Safe,2
1-296908348,16/02/2017,Community health services for adults,Effective,2
1-296908348,16/02/2017,Community health services for adults,Caring,2
1-296908348,16/02/2017,Community health services for adults,Responsive,2
1-296908348,16/02/2017,Community health services for adults,Well-led,2
1-296908348,16/02/2017,Community health services for adults,Overall,2
1-296908348,16/02/2017,"Community health services for children, young people and families",Safe,1
1-296908348,16/02/2017,"Community health services for children, young people and families",Effective,1
1-296908348,16/02/2017,"Community health services for children, young people and families",Caring,2
1-296908348,16/02/2017,"Community health services for children, young people and families",Responsive,1
1-296908348,16/02/2017,"Community health services for children, young people and families",Well-led,1
1-296908348,16/02/2017,"Community health services for children, young people and families",Overall,1
1-296908348,16/02/2017,Community mental health services for people with learning disabilities or autism,Safe,2
1-296908348,16/02/2017,Community mental health services for people with learning disabilities or autism,Effective,2
1-296908348,16/02/2017,Community mental health services for people with learning disabilities or autism,Caring,2
1-296908348,16/02/2017,Community mental health services for people with learning disabilities or autism,Responsive,2
1-296908348,16/02/2017,Community mental health services for people with learning disabilities or autism,Well-led,2
1-296908348,16/02/2017,Community mental health services for people with learning disabilities or autism,Overall,2
1-296908348,16/02/2017,Overall,Safe,2
1-296908348,16/02/2017,Overall,Effective,2
1-296908348,16/02/2017,Overall,Caring,2
1-296908348,16/02/2017,Overall,Responsive,2
1-296908348,16/02/2017,Overall,Well-led,2
1-296908348,16/02/2017,Overall,Overall,2
1-296908348,16/02/2017,Urgent care services,Safe,2
1-296908348,16/02/2017,Urgent care services,Effective,2
1-296908348,16/02/2017,Urgent care services,Caring,3
1-296908348,16/02/2017,Urgent care services,Responsive,2
1-296908348,16/02/2017,Urgent care services,Well-led,2
1-296908348,16/02/2017,Urgent care services,Overall,2
1-328569033,09/06/2017,Community health inpatient services,Safe,1
1-328569033,09/06/2017,Community health inpatient services,Effective,2
1-328569033,09/06/2017,Community health inpatient services,Caring,2
1-328569033,09/06/2017,Community health inpatient services,Responsive,2
1-328569033,09/06/2017,Community health inpatient services,Well-led,2
1-328569033,09/06/2017,Community health inpatient services,Overall,2
1-328569033,09/06/2017,Community health services for adults,Safe,2
1-328569033,09/06/2017,Community health services for adults,Effective,2
1-328569033,09/06/2017,Community health services for adults,Caring,2
1-328569033,09/06/2017,Community health services for adults,Responsive,2
1-328569033,09/06/2017,Community health services for adults,Well-led,2
1-328569033,09/06/2017,Community health services for adults,Overall,2
1-328569033,09/06/2017,"Community health services for children, young people and families",Safe,2
1-328569033,09/06/2017,"Community health services for children, young people and families",Effective,1
1-328569033,09/06/2017,"Community health services for children, young people and families",Caring,2
1-328569033,09/06/2017,"Community health services for children, young people and families",Responsive,1
1-328569033,09/06/2017,"Community health services for children, young people and families",Well-led,2
1-328569033,09/06/2017,"Community health services for children, young people and families",Overall,1
1-328569033,09/06/2017,End of life care,Safe,2
1-328569033,09/06/2017,End of life care,Effective,1
1-328569033,09/06/2017,End of life care,Caring,2
1-328569033,09/06/2017,End of life care,Responsive,2
1-328569033,09/06/2017,End of life care,Well-led,1
1-328569033,09/06/2017,End of life care,Overall,1
1-328569033,09/06/2017,Overall,Safe,2
1-328569033,09/06/2017,Overall,Effective,1
1-328569033,09/06/2017,Overall,Caring,2
1-328569033,09/06/2017,Overall,Responsive,2
1-328569033,09/06/2017,Overall,Well-led,2
1-328569033,09/06/2017,Overall,Overall,2
1-351584301,10/08/2017,Community health (sexual health services),Safe,2
1-351584301,10/08/2017,Community health (sexual health services),Effective,2
1-351584301,10/08/2017,Community health (sexual health services),Caring,2
1-351584301,10/08/2017,Community health (sexual health services),Responsive,2
1-351584301,10/08/2017,Community health (sexual health services),Well-led,3
1-351584301,10/08/2017,Community health (sexual health services),Overall,2
1-351584301,10/08/2017,Community health inpatient services,Safe,2
1-351584301,10/08/2017,Community health inpatient services,Effective,2
1-351584301,10/08/2017,Community health inpatient services,Caring,2
1-351584301,10/08/2017,Community health inpatient services,Responsive,2
1-351584301,10/08/2017,Community health inpatient services,Well-led,3
1-351584301,10/08/2017,Community health inpatient services,Overall,2
1-351584301,21/08/2017,Community health services for adults,Safe,2
1-351584301,21/08/2017,Community health services for adults,Effective,2
1-351584301,21/08/2017,Community health services for adults,Caring,2
1-351584301,21/08/2017,Community health services for adults,Responsive,2
1-351584301,21/08/2017,Community health services for adults,Well-led,3
1-351584301,21/08/2017,Community health services for adults,Overall,2
1-351584301,25/08/2017,"Community health services for children, young people and families",Safe,2
1-351584301,25/08/2017,"Community health services for children, young people and families",Effective,2
1-351584301,25/08/2017,"Community health services for children, young people and families",Caring,3
1-351584301,25/08/2017,"Community health services for children, young people and families",Responsive,2
1-351584301,25/08/2017,"Community health services for children, young people and families",Well-led,2
1-351584301,25/08/2017,"Community health services for children, young people and families",Overall,2
1-351584301,10/08/2017,Overall,Safe,2
1-351584301,10/08/2017,Overall,Effective,2
1-351584301,10/08/2017,Overall,Caring,2
1-351584301,10/08/2017,Overall,Responsive,2
1-351584301,10/08/2017,Overall,Well-led,3
1-351584301,10/08/2017,Overall,Overall,2
1-653464011,30/06/2017,"Community health services for children, young people and families",Safe,2
1-653464011,30/06/2017,"Community health services for children, young people and families",Effective,2
1-653464011,30/06/2017,"Community health services for children, young people and families",Caring,2
1-653464011,30/06/2017,"Community health services for children, young people and families",Responsive,2
1-653464011,30/06/2017,"Community health services for children, young people and families",Well-led,2
1-653464011,30/06/2017,"Community health services for children, young people and families",Overall,2
1-653464011,30/06/2017,Overall,Safe,2
1-653464011,30/06/2017,Overall,Effective,2
1-653464011,30/06/2017,Overall,Caring,2
1-653464011,30/06/2017,Overall,Responsive,1
1-653464011,30/06/2017,Overall,Well-led,2
1-653464011,30/06/2017,Overall,Overall,2
1-653464011,30/06/2017,Specialist community mental health services for children and young people,Safe,2
1-653464011,30/06/2017,Specialist community mental health services for children and young people,Effective,2
1-653464011,30/06/2017,Specialist community mental health services for children and young people,Caring,2
1-653464011,30/06/2017,Specialist community mental health services for children and young people,Responsive,1
1-653464011,30/06/2017,Specialist community mental health services for children and young people,Well-led,2
1-653464011,30/06/2017,Specialist community mental health services for children and young people,Overall,2
R1A,01/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Safe,1
R1A,01/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Effective,2
R1A,01/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Caring,2
R1A,01/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Responsive,2
R1A,01/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Well-led,2
R1A,01/06/2018,Acute wards for adults of working age and psychiatric intensive care units,Overall,2
R1A,01/06/2018,Community health inpatient services,Safe,2
R1A,01/06/2018,Community health inpatient services,Effective,1
R1A,01/06/2018,Community health inpatient services,Caring,2
R1A,01/06/2018,Community health inpatient services,Responsive,2
R1A,01/06/2018,Community health inpatient services,Well-led,3
R1A,01/06/2018,Community health inpatient services,Overall,2
R1A,01/06/2018,Community health services for adults,Safe,2
